samplename	antibody	biological_material	replicate	label	orig_filename
SRR2084565	Rpb1	s2cell-164	1	SRX1078885	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1078885/SRR2084565/SRR2084565_1.fastq.gz
SRR2084566	Rpb1	s2cell-165	1	SRX1078885	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1078885/SRR2084566/SRR2084566_1.fastq.gz
SRR2084569	input	s2cell-166	1	SRX1078886	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1078886/SRR2084569/SRR2084569_1.fastq.gz
SRR2084570	input	s2cell-167	1	SRX1078886	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1078886/SRR2084570/SRR2084570_1.fastq.gz
SRR2084568	input	s2cell-168	1	SRX1078886	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1078886/SRR2084568/SRR2084568_1.fastq.gz
SRR2084571	input	s2cell-169	1	SRX1078886	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1078886/SRR2084571/SRR2084571_1.fastq.gz
SRR2084574	input	s2cell-170	1	SRX1078887	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1078887/SRR2084574/SRR2084574_1.fastq.gz
SRR2084575	input	s2cell-171	1	SRX1078887	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1078887/SRR2084575/SRR2084575_1.fastq.gz
SRR2084573	input	s2cell-172	1	SRX1078887	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1078887/SRR2084573/SRR2084573_1.fastq.gz
SRR2084572	input	s2cell-173	1	SRX1078887	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1078887/SRR2084572/SRR2084572_1.fastq.gz
SRR2173464	ha	s2cell-174	1	SRX1158165	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1158165/SRR2173464/SRR2173464_1.fastq.gz
SRR2173465	input	s2cell-175	1	SRX1158166	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1158166/SRR2173465/SRR2173465_1.fastq.gz
SRR2173466	ha	s2cell-176	1	SRX1158167	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1158167/SRR2173466/SRR2173466_1.fastq.gz
SRR2173467	input	s2cell-177	1	SRX1158168	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1158168/SRR2173467/SRR2173467_1.fastq.gz
SRR2173468	ha	s2cell-178	1	SRX1158169	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1158169/SRR2173468/SRR2173468_1.fastq.gz
SRR2173469	input	s2cell-179	1	SRX1158170	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1158170/SRR2173469/SRR2173469_1.fastq.gz
SRR2173470	ha	s2cell-180	1	SRX1158171	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1158171/SRR2173470/SRR2173470_1.fastq.gz
SRR2173471	input	s2cell-181	1	SRX1158172	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1158172/SRR2173471/SRR2173471_1.fastq.gz
SRR2232432	input	s2cell-182	1	SRX1179571	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1179571/SRR2232432/SRR2232432_1.fastq.gz
SRR2232433	Etl1	s2cell-183	1	SRX1179572	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1179572/SRR2232433/SRR2232433_1.fastq.gz
SRR2232434	CBP	s2cell-184	1	SRX1179573	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1179573/SRR2232434/SRR2232434_1.fastq.gz
SRR2834285	input	s2cell-185	1	SRX1389383	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1389383/SRR2834285/SRR2834285_1.fastq.gz
SRR2834286	input	s2cell-186	1	SRX1389383	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1389383/SRR2834286/SRR2834286_1.fastq.gz
SRR2834287	input	s2cell-187	1	SRX1389383	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1389383/SRR2834287/SRR2834287_1.fastq.gz
SRR2834290	control	s2cell-188	1	SRX1389384	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1389384/SRR2834290/SRR2834290_1.fastq.gz
SRR2834288	control	s2cell-189	1	SRX1389384	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1389384/SRR2834288/SRR2834288_1.fastq.gz
SRR2834289	control	s2cell-190	1	SRX1389384	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1389384/SRR2834289/SRR2834289_1.fastq.gz
SRR2834292	dCAP-D3	s2cell-191	1	SRX1389385	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1389385/SRR2834292/SRR2834292_1.fastq.gz
SRR2834291	dCAP-D3	s2cell-192	1	SRX1389385	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1389385/SRR2834291/SRR2834291_1.fastq.gz
SRR2834294	input	s2cell-193	1	SRX1389386	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1389386/SRR2834294/SRR2834294_1.fastq.gz
SRR2834293	input	s2cell-194	1	SRX1389386	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1389386/SRR2834293/SRR2834293_1.fastq.gz
SRR2834295	control	s2cell-195	1	SRX1389387	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1389387/SRR2834295/SRR2834295_1.fastq.gz
SRR2834296	control	s2cell-196	1	SRX1389387	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1389387/SRR2834296/SRR2834296_1.fastq.gz
SRR2834297	dCAP-D3	s2cell-197	1	SRX1389388	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1389388/SRR2834297/SRR2834297_1.fastq.gz
SRR2834298	dCAP-D3	s2cell-198	1	SRX1389388	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1389388/SRR2834298/SRR2834298_1.fastq.gz
SRR2919806	input	s2cell-199	1	SRX1433390	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1433390/SRR2919806/SRR2919806_1.fastq.gz
SRR2919807	input	s2cell-200	1	SRX1433391	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1433391/SRR2919807/SRR2919807_1.fastq.gz
SRR2919808	input	s2cell-201	1	SRX1433392	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1433392/SRR2919808/SRR2919808_1.fastq.gz
SRR2919809	input	s2cell-202	1	SRX1433393	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1433393/SRR2919809/SRR2919809_1.fastq.gz
SRR2919810	input	s2cell-203	1	SRX1433394	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1433394/SRR2919810/SRR2919810_1.fastq.gz
SRR2919811	input	s2cell-204	1	SRX1433395	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1433395/SRR2919811/SRR2919811_1.fastq.gz
SRR2919812	MSL2	s2cell-205	1	SRX1433396	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1433396/SRR2919812/SRR2919812_1.fastq.gz
SRR2919813	MSL2	s2cell-206	1	SRX1433397	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1433397/SRR2919813/SRR2919813_1.fastq.gz
SRR2919814	MSL2	s2cell-207	1	SRX1433398	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1433398/SRR2919814/SRR2919814_1.fastq.gz
SRR2919815	MSL2	s2cell-208	1	SRX1433399	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1433399/SRR2919815/SRR2919815_1.fastq.gz
SRR2919816	MSL2	s2cell-209	1	SRX1433400	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1433400/SRR2919816/SRR2919816_1.fastq.gz
SRR2919817	MSL2	s2cell-210	1	SRX1433401	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1433401/SRR2919817/SRR2919817_1.fastq.gz
SRR3671298	Gcn5	s2cell-211	1	SRX1848135	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1848135/SRR3671298/SRR3671298_1.fastq.gz
SRR3671299	input	s2cell-212	1	SRX1848136	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX1848136/SRR3671299/SRR3671299_1.fastq.gz
SRR4069175	Hmr	s2cell-213	1	SRX2055943	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2055943/SRR4069175/SRR4069175_1.fastq.gz
SRR4069176	HP1a	s2cell-214	1	SRX2055944	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2055944/SRR4069176/SRR4069176_1.fastq.gz
SRR4069177	FLAG	s2cell-215	1	SRX2055945	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2055945/SRR4069177/SRR4069177_1.fastq.gz
SRR4069178	input	s2cell-216	1	SRX2055946	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2055946/SRR4069178/SRR4069178_1.fastq.gz
SRR4069179	Hmr	s2cell-217	1	SRX2055947	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2055947/SRR4069179/SRR4069179_1.fastq.gz
SRR4069180	Hp1a	s2cell-218	1	SRX2055948	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2055948/SRR4069180/SRR4069180_1.fastq.gz
SRR4069181	FLAG	s2cell-219	1	SRX2055949	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2055949/SRR4069181/SRR4069181_1.fastq.gz
SRR4069182	input	s2cell-220	1	SRX2055950	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2055950/SRR4069182/SRR4069182_1.fastq.gz
SRR4069183	Hmr	s2cell-221	1	SRX2055951	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2055951/SRR4069183/SRR4069183_1.fastq.gz
SRR4069184	input	s2cell-222	1	SRX2055952	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2055952/SRR4069184/SRR4069184_1.fastq.gz
SRR4069185	HP1a	s2cell-223	1	SRX2055953	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2055953/SRR4069185/SRR4069185_1.fastq.gz
SRR4069186	input	s2cell-224	1	SRX2055954	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2055954/SRR4069186/SRR4069186_1.fastq.gz
SRR4069188	H3	s2cell-225	1	SRX2055956	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2055956/SRR4069188/SRR4069188_1.fastq.gz
SRR4069189	input	s2cell-226	1	SRX2055957	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2055957/SRR4069189/SRR4069189_1.fastq.gz
SRR4069190	Hmr	s2cell-227	1	SRX2055958	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2055958/SRR4069190/SRR4069190_1.fastq.gz
SRR4069191	H3	s2cell-228	1	SRX2055959	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2055959/SRR4069191/SRR4069191_1.fastq.gz
SRR4069192	input	s2cell-229	1	SRX2055960	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2055960/SRR4069192/SRR4069192_1.fastq.gz
SRR4069193	Hmr	s2cell-230	1	SRX2055961	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2055961/SRR4069193/SRR4069193_1.fastq.gz
SRR4069194	H3	s2cell-231	1	SRX2055962	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2055962/SRR4069194/SRR4069194_1.fastq.gz
SRR4069195	input	s2cell-232	1	SRX2055963	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2055963/SRR4069195/SRR4069195_1.fastq.gz
SRR4069196	Hmr	s2cell-233	1	SRX2055964	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2055964/SRR4069196/SRR4069196_1.fastq.gz
SRR4069197	input	s2cell-234	1	SRX2055965	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2055965/SRR4069197/SRR4069197_1.fastq.gz
SRR4069198	Hmr	s2cell-235	1	SRX2055966	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2055966/SRR4069198/SRR4069198_1.fastq.gz
SRR4069199	input	s2cell-236	1	SRX2055967	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2055967/SRR4069199/SRR4069199_1.fastq.gz
SRR4252435	input	s2cell-237	1	SRX2172424	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2172424/SRR4252435/SRR4252435_1.fastq.gz
SRR4252436	MLF	s2cell-238	1	SRX2172425	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2172425/SRR4252436/SRR4252436_1.fastq.gz
SRR4252437	input	s2cell-239	1	SRX2172426	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2172426/SRR4252437/SRR4252437_1.fastq.gz
SRR4252438	MLF	s2cell-240	1	SRX2172427	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2172427/SRR4252438/SRR4252438_1.fastq.gz
SRR4252439	DnaJ1	s2cell-241	1	SRX2172428	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2172428/SRR4252439/SRR4252439_1.fastq.gz
SRR4252440	DnaJ1	s2cell-242	1	SRX2172429	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2172429/SRR4252440/SRR4252440_1.fastq.gz
SRR4252441	input	s2cell-243	1	SRX2172430	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2172430/SRR4252441/SRR4252441_1.fastq.gz
SRR5101089	H3K9me3	s2cell-244	1	SRX2417577	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2417577/SRR5101089/SRR5101089_1.fastq.gz
SRR5101090	input	s2cell-245	1	SRX2417578	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX2417578/SRR5101090/SRR5101090_1.fastq.gz
SRR039090	input	s2cell-246	1	SRX018628	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX018628/SRR039090/SRR039090_1.fastq.gz
SRR039091	input	s2cell-247	1	SRX018628	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX018628/SRR039091/SRR039091_1.fastq.gz
SRR039092	input	s2cell-248	1	SRX018628	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX018628/SRR039092/SRR039092_1.fastq.gz
SRR039094	Hsf	s2cell-249	1	SRX018629	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX018629/SRR039094/SRR039094_1.fastq.gz
SRR039095	Hsf	s2cell-250	1	SRX018629	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX018629/SRR039095/SRR039095_1.fastq.gz
SRR039093	Hsf	s2cell-251	1	SRX018629	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX018629/SRR039093/SRR039093_1.fastq.gz
SRR039096	Hsf	s2cell-252	1	SRX018630	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX018630/SRR039096/SRR039096_1.fastq.gz
SRR039098	Hsf	s2cell-253	1	SRX018630	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX018630/SRR039098/SRR039098_1.fastq.gz
SRR039097	Hsf	s2cell-254	1	SRX018630	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX018630/SRR039097/SRR039097_1.fastq.gz
SRR039100	Hsf	s2cell-255	1	SRX018631	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX018631/SRR039100/SRR039100_1.fastq.gz
SRR039102	Hsf	s2cell-256	1	SRX018631	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX018631/SRR039102/SRR039102_1.fastq.gz
SRR039101	Hsf	s2cell-257	1	SRX018631	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX018631/SRR039101/SRR039101_1.fastq.gz
SRR039099	Hsf	s2cell-258	1	SRX018631	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX018631/SRR039099/SRR039099_1.fastq.gz
SRR039103	Hsf	s2cell-259	1	SRX018632	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX018632/SRR039103/SRR039103_1.fastq.gz
SRR039104	Hsf	s2cell-260	1	SRX018632	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX018632/SRR039104/SRR039104_1.fastq.gz
SRR034720	CTCF	s2cell-261	1	SRX016158	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX016158/SRR034720/SRR034720_1.fastq.gz
SRR034721	CTCF	s2cell-262	1	SRX016158	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX016158/SRR034721/SRR034721_1.fastq.gz
SRR034722	input	s2cell-263	1	SRX016159	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX016159/SRR034722/SRR034722_1.fastq.gz
SRR034724	CTCF	s2cell-264	1	SRX016160	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX016160/SRR034724/SRR034724_1.fastq.gz
SRR034723	CTCF	s2cell-265	1	SRX016160	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX016160/SRR034723/SRR034723_1.fastq.gz
SRR034725	input	s2cell-266	1	SRX016161	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX016161/SRR034725/SRR034725_1.fastq.gz
SRR037519	Orc2	s2cell-267	1	SRX017462	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX017462/SRR037519/SRR037519_1.fastq.gz
SRR037520	Orc2	s2cell-268	1	SRX017463	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX017463/SRR037520/SRR037520_1.fastq.gz
SRR037521	input	s2cell-269	1	SRX017464	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX017464/SRR037521/SRR037521_1.fastq.gz
SRR059122	AGO2	s2cell-270	1	SRX022743	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX022743/SRR059122/SRR059122_1.fastq.gz
SRR059123	input	s2cell-271	1	SRX022744	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX022744/SRR059123/SRR059123_1.fastq.gz
SRR121523	input	s2cell-272	1	SRX046652	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046652/SRR121523/SRR121523_1.fastq.gz
SRR121519	input	s2cell-273	1	SRX046652	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046652/SRR121519/SRR121519_1.fastq.gz
SRR121517	input	s2cell-274	1	SRX046652	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046652/SRR121517/SRR121517_1.fastq.gz
SRR121522	input	s2cell-275	1	SRX046652	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046652/SRR121522/SRR121522_1.fastq.gz
SRR121518	input	s2cell-276	1	SRX046652	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046652/SRR121518/SRR121518_1.fastq.gz
SRR121520	input	s2cell-277	1	SRX046652	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046652/SRR121520/SRR121520_1.fastq.gz
SRR121521	input	s2cell-278	1	SRX046652	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046652/SRR121521/SRR121521_1.fastq.gz
SRR121524	input	s2cell-279	1	SRX046656	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046656/SRR121524/SRR121524_1.fastq.gz
SRR121531	H3K36me3	s2cell-280	1	SRX046653	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046653/SRR121531/SRR121531_1.fastq.gz
SRR121528	H3K36me3	s2cell-281	1	SRX046653	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046653/SRR121528/SRR121528_1.fastq.gz
SRR121527	H3K36me3	s2cell-282	1	SRX046653	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046653/SRR121527/SRR121527_1.fastq.gz
SRR121530	H3K36me3	s2cell-283	1	SRX046653	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046653/SRR121530/SRR121530_1.fastq.gz
SRR121529	H3K36me3	s2cell-284	1	SRX046653	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046653/SRR121529/SRR121529_1.fastq.gz
SRR121525	H3K36me3	s2cell-285	1	SRX046653	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046653/SRR121525/SRR121525_1.fastq.gz
SRR121526	H3K36me3	s2cell-286	1	SRX046653	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046653/SRR121526/SRR121526_1.fastq.gz
SRR121532	H3K36me3	s2cell-287	1	SRX046657	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046657/SRR121532/SRR121532_1.fastq.gz
SRR121539	SuHw	s2cell-288	1	SRX046654	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046654/SRR121539/SRR121539_1.fastq.gz
SRR121537	SuHw	s2cell-289	1	SRX046654	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046654/SRR121537/SRR121537_1.fastq.gz
SRR121538	SuHw	s2cell-290	1	SRX046654	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046654/SRR121538/SRR121538_1.fastq.gz
SRR121533	SuHw	s2cell-291	1	SRX046654	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046654/SRR121533/SRR121533_1.fastq.gz
SRR121534	SuHw	s2cell-292	1	SRX046654	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046654/SRR121534/SRR121534_1.fastq.gz
SRR121536	SuHw	s2cell-293	1	SRX046654	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046654/SRR121536/SRR121536_1.fastq.gz
SRR121535	SuHw	s2cell-294	1	SRX046654	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046654/SRR121535/SRR121535_1.fastq.gz
SRR121540	SuHw	s2cell-295	1	SRX046658	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046658/SRR121540/SRR121540_1.fastq.gz
SRR121545	input	s2cell-296	1	SRX046655	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046655/SRR121545/SRR121545_1.fastq.gz
SRR121541	input	s2cell-297	1	SRX046655	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046655/SRR121541/SRR121541_1.fastq.gz
SRR121544	input	s2cell-298	1	SRX046655	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046655/SRR121544/SRR121544_1.fastq.gz
SRR121543	input	s2cell-299	1	SRX046655	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046655/SRR121543/SRR121543_1.fastq.gz
SRR121542	input	s2cell-300	1	SRX046655	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046655/SRR121542/SRR121542_1.fastq.gz
SRR121546	input	s2cell-301	1	SRX046659	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046659/SRR121546/SRR121546_1.fastq.gz
SRR121547	input	s2cell-302	1	SRX046660	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX046660/SRR121547/SRR121547_1.fastq.gz
SRR167348	AGO2	s2cell-303	1	SRX054533	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX054533/SRR167348/SRR167348_1.fastq.gz
SRR167349	input	s2cell-304	1	SRX054534	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX054534/SRR167349/SRR167349_1.fastq.gz
SRR345566	SuTpl	s2cell-305	1	SRX097615	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX097615/SRR345566/SRR345566_1.fastq.gz
SRR345567	Ice1	s2cell-306	1	SRX097616	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX097616/SRR345567/SRR345567_1.fastq.gz
SRR345568	lilli	s2cell-307	1	SRX097617	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX097617/SRR345568/SRR345568_1.fastq.gz
SRR345569	Rpb1	s2cell-308	1	SRX097618	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX097618/SRR345569/SRR345569_1.fastq.gz
SRR345570	input	s2cell-309	1	SRX097619	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX097619/SRR345570/SRR345570_1.fastq.gz
SRR345571	SuTpl	s2cell-310	1	SRX097620	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX097620/SRR345571/SRR345571_1.fastq.gz
SRR345572	input	s2cell-311	1	SRX097621	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX097621/SRR345572/SRR345572_1.fastq.gz
SRR360700	roX2	s2cell-312	1	SRX101814	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX101814/SRR360700/SRR360700_1.fastq.gz
SRR360701	input	s2cell-313	1	SRX101815	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX101815/SRR360701/SRR360701_1.fastq.gz
SRR500149	Psc	s2cell-314	1	SRX149189	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX149189/SRR500149/SRR500149_1.fastq.gz
SRR500150	Psc	s2cell-315	1	SRX149190	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX149190/SRR500150/SRR500150_1.fastq.gz
SRR500151	Psc	s2cell-316	1	SRX149191	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX149191/SRR500151/SRR500151_1.fastq.gz
SRR500152	Psc	s2cell-317	1	SRX149192	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX149192/SRR500152/SRR500152_1.fastq.gz
SRR500153	input	s2cell-318	1	SRX149193	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX149193/SRR500153/SRR500153_1.fastq.gz
SRR500154	input	s2cell-319	1	SRX149194	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX149194/SRR500154/SRR500154_1.fastq.gz
SRR500155	input	s2cell-320	1	SRX149195	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX149195/SRR500155/SRR500155_1.fastq.gz
SRR500156	input	s2cell-321	1	SRX149196	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX149196/SRR500156/SRR500156_1.fastq.gz
SRR500157	control	s2cell-322	1	SRX149197	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX149197/SRR500157/SRR500157_1.fastq.gz
SRR500158	control	s2cell-323	1	SRX149198	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX149198/SRR500158/SRR500158_1.fastq.gz
SRR500159	input	s2cell-324	1	SRX149199	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX149199/SRR500159/SRR500159_1.fastq.gz
SRR500160	input	s2cell-325	1	SRX149200	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX149200/SRR500160/SRR500160_1.fastq.gz
SRR522006	Dp1	s2cell-326	1	SRX160144	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX160144/SRR522006/SRR522006_1.fastq.gz
SRR522007	Dp1	s2cell-327	1	SRX160145	/data/MiegNCBI/ncbi_remap/prealn-wf/output/samples/SRX160145/SRR522007/SRR522007_1.fastq.gz
